"type","Status","Amount_In_Dollars","Market_Title","Market_Id","Original_Date","Filled","Canceled_By_You","Canceled_By_NSF","Canceled_By_Closing","Original_Placed","Remaining","Price_In_Cents","Fee_In_Dollars","Traded_Time","Direction","Settled_Time","Result","Profit_In_Dollars","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Deposit_Type","Last_Updated"
"Trade","","1","Will the **high temp in Austin** be 74-75° on Mar 27 2024?","a57192f4-3312-4f31-9362-942ff6158281","Mar 27, 2024","","","","","","","1","0.01","Mar 27, 2024 at 12:12PM EDT","Yes","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 72-73° on Mar 27 2024?","d44f73dd-d824-4901-9c5c-2320b9221189","Mar 27, 2024","","","","","","","1","0.01","Mar 27, 2024 at 12:12PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 70-71° on Mar 27 2024?","e3a9c486-24cc-4d36-9175-adcbbccd01e4","Mar 27, 2024","","","","","","","1","0.01","Mar 27, 2024 at 12:12PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 68-69° on Mar 27 2024?","f7c1ffb8-03d1-4191-a2ec-4355fb8458b4","Mar 27, 2024","","","","","","","1","0.01","Mar 27, 2024 at 12:12PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be <68° on Mar 27 2024?","32fd0494-fc98-48aa-99d0-d2cf2325296a","Mar 27, 2024","","","","","","","1","0.01","Mar 27, 2024 at 12:12PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 76-77° on Mar 25 2024?","0e7e0cb6-0988-4e36-abd1-f366a0c64a68","Mar 25, 2024","","","","","","","99","0.00","Mar 25, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 60-61° on Mar 25 2024?","410a7742-b940-47d4-a09f-3f00923d845b","Mar 25, 2024","","","","","","","99","0.00","Mar 25, 2024 at 11:09PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be >81° on Mar 25 2024?","5b96ccf7-ae45-4d75-8d58-8a10730a2d58","Mar 25, 2024","","","","","","","99","0.00","Mar 25, 2024 at 9:44PM EDT","Yes","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 80-81° on Mar 25 2024?","ee284394-9e7a-4f5f-ade5-e8100f94c8ea","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:49PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 78-79° on Mar 25 2024?","56e5aac6-4395-46b7-a255-233562166fde","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:49PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >55° on Mar 25 2024?","caeddd9d-29bb-49ff-ac05-1e12ad333296","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:49PM EDT","No","","","","","","","","",""
"Settlement","","","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:01:12.408495Z","no","5501.00","0","0.00","5501","7.82","",""
"Settlement","","","Will the **high temp in Austin** be >79° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:01:05.428938Z","no","31.00","0","0.00","31","77.45","",""
"Settlement","","","Will the **high temp in Austin** be 76-77° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:01:05.428938Z","no","81.00","0","0.00","81","52.73","",""
"Settlement","","","Will the **high temp in Austin** be 74-75° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:01:05.428938Z","no","92.00","0","0.00","92","89.03","",""
"Settlement","","","Will the **high temp in NYC** be >48° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:00:57.493566Z","no","186.00","0","0.00","186","77.96","",""
"Settlement","","","Will the **high temp in NYC** be 43-44° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:00:57.493566Z","no","2.00","0","0.00","2","50.00","",""
"Settlement","","","Will the high temp in Chicago be <42° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:00:48.513589Z","yes","795.00","795","22.40","0","0.00","",""
"Settlement","","","Will the high temp in Chicago be 48-49° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:00:48.513589Z","no","51.00","0","0.00","51","73.55","",""
"Deposit","Applied","100","","","February 26, 2024 at 7:34:33 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:34:34 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:34:29 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:34:29 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:34:23 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:34:24 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:34:16 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:34:17 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:34:12 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:34:13 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:34:05 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:34:07 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:34:00 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:34:01 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:55 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:56 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:50 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:52 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:44 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:45 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:36 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:37 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:30 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:31 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:25 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:26 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:17 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:18 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:12 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:13 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:07 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:09 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:33:02 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:33:02 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:32:43 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:32:44 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:32:39 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:32:40 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:32:34 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:32:35 PM EST"
"Order","Filled ","","Will the **high temp in NYC** be 54-55° on Mar 27 2024?","eca696e8-7dff-44ad-829e-5407bfc88364","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 80-81° on Mar 27 2024?","34c88017-92a5-423f-b136-4972aca791fc","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be <52° on Mar 27 2024?","8ba1a2f9-192f-4a46-8a2b-86cc63c11357","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 52-53° on Mar 27 2024?","3db4e557-42af-4178-a5e2-0d11e08c61ed","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 45-46° on Mar 27 2024?","9d78b752-14cc-4d5e-9d45-284afd939aa5","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be >85° on Mar 27 2024?","78620366-072e-4b5d-be65-da1d2c645409","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be <78° on Mar 27 2024?","f54c78bf-3f9c-4d6b-bfea-59c99ab8ce25","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be >46° on Mar 27 2024?","ae2f0f9d-f605-4757-9505-6eb3fe2174e2","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 39-40° on Mar 27 2024?","d94e250f-5ff1-4cc9-a9b2-aad7d95eef35","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 41-42° on Mar 27 2024?","6bc0c457-750c-461f-bd8f-9d51021c4812","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be >75° on Mar 27 2024?","5a4b6d6b-5452-4106-abe2-2c601fbd986d","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 74-75° on Mar 27 2024?","a57192f4-3312-4f31-9362-942ff6158281","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 72-73° on Mar 27 2024?","d44f73dd-d824-4901-9c5c-2320b9221189","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 70-71° on Mar 27 2024?","e3a9c486-24cc-4d36-9175-adcbbccd01e4","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 68-69° on Mar 27 2024?","f7c1ffb8-03d1-4191-a2ec-4355fb8458b4","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be <68° on Mar 27 2024?","32fd0494-fc98-48aa-99d0-d2cf2325296a","Mar 27, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Canceled ","","Will the **high temp in Austin** be <72° on Mar 25 2024?","79d369e8-ae96-4cc6-9258-0859e7b480e5","Mar 25, 2024","0","0","0","1","1","0","","","","","","","","","","","","",""
"Order","Canceled ","","Will the **high temp in NYC** be <48° on Mar 25 2024?","e15f8825-e2f7-40e6-bbda-6795de844c1a","Mar 25, 2024","0","0","0","1","1","0","","","","","","","","","","","","",""
"Order","Canceled ","","Will the high temp in Chicago be 56-57° on Mar 25 2024?","18387c20-c4a7-4d0c-b10d-bc19b5ec3fd5","Mar 25, 2024","0","0","0","1","1","0","","","","","","","","","","","","",""
"Order","Canceled ","","Will the high temp in Chicago be 58-59° on Mar 25 2024?","2ee2d42f-320c-4359-b5ac-65c16187967e","Mar 25, 2024","0","0","0","1","1","0","","","","","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 54-55° on Mar 25 2024?","a28030b9-b950-4676-9f5c-ad7b0ffd4ede","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:49PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 52-53° on Mar 25 2024?","abdac206-977a-48ba-b946-9c40786f0fb9","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:49PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 50-51° on Mar 25 2024?","9f069d4c-8f70-478d-b851-37d96aac107b","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:49PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 48-49° on Mar 25 2024?","9f12848e-8fd9-432c-bbd1-b4625c2a9e9f","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:49PM EDT","Yes","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be >63° on Mar 25 2024?","60e31762-9b5a-439d-aca1-482843d9efea","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:48PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be <56° on Mar 25 2024?","2f76d365-f231-44de-85c9-653dfe485f55","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 8:48PM EDT","Yes","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 74-75° on Mar 25 2024?","8451a543-d7eb-483d-a3ce-6155e5c03fce","Mar 25, 2024","","","","","","","99","0.00","Mar 25, 2024 at 5:17PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be >79° on Mar 25 2024?","5edf0609-60d4-4720-95a2-1cb9d6ce1c18","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 5:11PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 78-79° on Mar 25 2024?","cef7f49e-11e2-4e90-acdd-1454e80e9d16","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 5:11PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 76-77° on Mar 25 2024?","9731e6eb-e88e-4d35-aa46-99a1477263c7","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 5:11PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 72-73° on Mar 25 2024?","b5c3a84d-efa3-417e-9164-fbd7738eb0b4","Mar 25, 2024","","","","","","","1","0.01","Mar 25, 2024 at 5:11PM EDT","Yes","","","","","","","","",""
"Settlement","","","Will the high temp in Chicago be 46-47° on Mar 22 2024?","","","","","","","","","","","","","2024-03-23T12:00:48.513589Z","no","51.00","0","0.00","51","73.55","",""
"Trade","","91","Will the **high temp in Austin** be 74-75° on Mar 22 2024?","f3390e77-490c-4cf4-9e00-e577b933a85a","Mar 22, 2024","","","","","","","90","0.58","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 74-75° on Mar 22 2024?","f3390e77-490c-4cf4-9e00-e577b933a85a","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be 76-77° on Mar 22 2024?","6a0ebb1d-9c2e-4afa-87ec-6cf36a5bc2e7","Mar 22, 2024","","","","","","","50","0.18","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","50","Will the **high temp in Austin** be 76-77° on Mar 22 2024?","6a0ebb1d-9c2e-4afa-87ec-6cf36a5bc2e7","Mar 22, 2024","","","","","","","75","0.66","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","20","Will the **high temp in Austin** be 76-77° on Mar 22 2024?","6a0ebb1d-9c2e-4afa-87ec-6cf36a5bc2e7","Mar 22, 2024","","","","","","","1","0.02","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 76-77° on Mar 22 2024?","6a0ebb1d-9c2e-4afa-87ec-6cf36a5bc2e7","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","20","Will the **high temp in Austin** be >79° on Mar 22 2024?","2124f860-a92d-4051-bd50-bcb9cc1e5bee","Mar 22, 2024","","","","","","","80","0.23","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be >79° on Mar 22 2024?","2124f860-a92d-4051-bd50-bcb9cc1e5bee","Mar 22, 2024","","","","","","","80","0.12","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be >79° on Mar 22 2024?","2124f860-a92d-4051-bd50-bcb9cc1e5bee","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:30PM EDT","No","","","","","","","","",""
"Settlement","","","Will the **high temp in Miami** be 80-81° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:01:12.451541Z","no","994.00","0","0.00","994","89.11","",""
"Settlement","","","Will the **high temp in Miami** be 76-77° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:01:12.451541Z","no","10.00","0","0.00","10","45.10","",""
"Settlement","","","Will the **high temp in Miami** be 74-75° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:01:12.451541Z","no","97.00","0","0.00","97","10.90","",""
"Settlement","","","Will the **high temp in Austin** be 65-66° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:01:04.407001Z","no","647.00","0","0.00","647","50.00","",""
"Settlement","","","Will the **high temp in NYC** be >58° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:00:56.406226Z","no","477.00","0","0.00","477","90.00","",""
"Settlement","","","Will the **high temp in NYC** be 57-58° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:00:56.406226Z","yes","98.00","98","49.50","0","0.00","",""
"Settlement","","","Will the **high temp in NYC** be 53-54° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:00:56.406226Z","no","103.00","0","0.00","103","96.14","",""
"Settlement","","","Will the **high temp in NYC** be 51-52° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:00:56.406226Z","no","8.00","0","0.00","8","55.00","",""
"Settlement","","","Will the high temp in Chicago be 39-40° on Mar 20 2024?","","","","","","","","","","","","","2024-03-21T12:00:47.42672Z","no","861.00","0","0.00","861","89.58","",""
"Settlement","","","Will the **high temp in Miami** be 72-73° on Mar 19 2024?","","","","","","","","","","","","","2024-03-20T12:01:16.311217Z","no","8.00","0","0.00","8","50.00","",""
"Settlement","","","Will the **high temp in Austin** be 61-62° on Mar 19 2024?","","","","","","","","","","","","","2024-03-20T12:01:08.311264Z","no","9.00","0","0.00","9","50.00","",""
"Settlement","","","Will the **high temp in NYC** be 45-46° on Mar 19 2024?","","","","","","","","","","","","","2024-03-20T12:00:59.351508Z","no","1.00","0","0.00","1","1.00","",""
"Settlement","","","Will the high temp in Chicago be <51° on Mar 19 2024?","","","","","","","","","","","","","2024-03-20T12:00:50.310654Z","no","1096.00","0","0.00","1096","55.47","",""
"Settlement","","","Will the high temp in Chicago be 55-56° on Mar 19 2024?","","","","","","","","","","","","","2024-03-20T12:00:50.310654Z","no","183.00","0","0.00","183","60.93","",""
"Settlement","","","Will the high temp in Chicago be 53-54° on Mar 19 2024?","","","","","","","","","","","","","2024-03-20T12:00:50.310654Z","no","1080.00","0","0.00","1080","92.20","",""
"Settlement","","","Will the high temp in Chicago be 51-52° on Mar 19 2024?","","","","","","","","","","","","","2024-03-20T12:00:50.310654Z","no","940.00","0","0.00","940","90.02","",""
"Settlement","","","Will the **high temp in Miami** be <85° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:11.315693Z","no","107.00","0","0.00","107","80.85","",""
"Settlement","","","Will the **high temp in Miami** be 91-92° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:11.315693Z","yes","9.00","9","80.11","0","0.00","",""
"Settlement","","","Will the **high temp in Miami** be 89-90° on Mar 18 2024?","","","","","","","","","","","","","2024-03-19T12:01:11.315693Z","no","1.00","0","0.00","1","1.00","",""
"Deposit","Applied","100","","","February 26, 2024 at 7:32:20 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:32:21 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:32:13 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:32:14 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:32:07 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:32:08 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:32:01 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:32:02 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:31:55 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:31:56 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:31:50 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:31:51 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:31:43 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:31:44 PM EST"
"Deposit","Applied","200","","","February 26, 2024 at 7:31:35 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:31:36 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:31:00 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:31:00 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:30:47 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:30:48 PM EST"
"Deposit","Applied","100","","","February 26, 2024 at 7:30:37 PM EST","","","","","","","","0","","","","","","","","","","ach","February 26, 2024 at 7:30:38 PM EST"
"Order","Canceled ","","Will the high temp in Chicago be 62-63° on Mar 25 2024?","64a4fec5-c01f-429d-91b5-39a4e0b124ee","Mar 25, 2024","0","0","0","1","1","0","","","","","","","","","","","","",""
"Order","Canceled ","","Will the **high temp in Miami** be <74° on Mar 25 2024?","d52f1539-fd5b-469c-a45b-900dd4a8f1e2","Mar 25, 2024","0","0","0","1","1","0","","","","","","","","","","","","",""
"Order","Canceled ","","Will the **high temp in Miami** be 74-75° on Mar 25 2024?","7fe5bec3-87e6-4ce7-a801-5c7cfb7ecbf4","Mar 25, 2024","0","0","0","1","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 76-77° on Mar 25 2024?","0e7e0cb6-0988-4e36-abd1-f366a0c64a68","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 60-61° on Mar 25 2024?","410a7742-b940-47d4-a09f-3f00923d845b","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be >81° on Mar 25 2024?","5b96ccf7-ae45-4d75-8d58-8a10730a2d58","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 80-81° on Mar 25 2024?","ee284394-9e7a-4f5f-ade5-e8100f94c8ea","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 78-79° on Mar 25 2024?","56e5aac6-4395-46b7-a255-233562166fde","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be >55° on Mar 25 2024?","caeddd9d-29bb-49ff-ac05-1e12ad333296","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 54-55° on Mar 25 2024?","a28030b9-b950-4676-9f5c-ad7b0ffd4ede","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 52-53° on Mar 25 2024?","abdac206-977a-48ba-b946-9c40786f0fb9","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 50-51° on Mar 25 2024?","9f069d4c-8f70-478d-b851-37d96aac107b","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 48-49° on Mar 25 2024?","9f12848e-8fd9-432c-bbd1-b4625c2a9e9f","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be >63° on Mar 25 2024?","60e31762-9b5a-439d-aca1-482843d9efea","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be <56° on Mar 25 2024?","2f76d365-f231-44de-85c9-653dfe485f55","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 74-75° on Mar 25 2024?","8451a543-d7eb-483d-a3ce-6155e5c03fce","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be >79° on Mar 25 2024?","5edf0609-60d4-4720-95a2-1cb9d6ce1c18","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 78-79° on Mar 25 2024?","cef7f49e-11e2-4e90-acdd-1454e80e9d16","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 76-77° on Mar 25 2024?","9731e6eb-e88e-4d35-aa46-99a1477263c7","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 72-73° on Mar 25 2024?","b5c3a84d-efa3-417e-9164-fbd7738eb0b4","Mar 25, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Trade","","50","Will the high temp in Chicago be 48-49° on Mar 22 2024?","f16bb585-dc03-47dc-8eb1-2865a36028e6","Mar 22, 2024","","","","","","","75","0.66","Mar 22, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 48-49° on Mar 22 2024?","f16bb585-dc03-47dc-8eb1-2865a36028e6","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 46-47° on Mar 22 2024?","82eb13a5-3b35-4906-ab12-a6e2021819be","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","50","Will the high temp in Chicago be 46-47° on Mar 22 2024?","82eb13a5-3b35-4906-ab12-a6e2021819be","Mar 22, 2024","","","","","","","75","0.66","Mar 22, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be <42° on Mar 22 2024?","18f5495a-926e-4612-99d7-99ef53fc5ea9","Mar 22, 2024","","","","","","","1","0.01","Mar 22, 2024 at 11:28PM EDT","Yes","","","","","","","","",""
"Trade","","653","Will the high temp in Chicago be <42° on Mar 22 2024?","18f5495a-926e-4612-99d7-99ef53fc5ea9","Mar 22, 2024","","","","","","","10","4.12","Mar 22, 2024 at 11:28PM EDT","Yes","","","","","","","","",""
"Trade","","141","Will the high temp in Chicago be <42° on Mar 22 2024?","18f5495a-926e-4612-99d7-99ef53fc5ea9","Mar 22, 2024","","","","","","","80","1.58","Mar 22, 2024 at 11:28PM EDT","Yes","","","","","","","","",""
"Trade","","500","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","264ca899-d6b1-4756-9970-3be539ea023f","Mar 22, 2024","","","","","","","75","6.57","Mar 22, 2024 at 11:25PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 79-80° on Mar 22 2024?","264ca899-d6b1-4756-9970-3be539ea023f","Mar 22, 2024","","","","","","","20","0.02","Mar 22, 2024 at 11:25PM EDT","No","","","","","","","","",""
